id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,ciudad,tiene_reviews
21743309,DERGANO,45.49807,9.18165,Private room,109.0,3,25,,0.57,1,0,Milán,0
21745720,GIAMBELLINO,45.45454,9.15294,Entire home/apt,83.0,1,0,,0.0,2,0,Milán,0
21748285,ISOLA,45.48675,9.19088,Entire home/apt,70.0,2,39,,0.89,1,2,Milán,0
21748429,PORTA ROMANA,45.45492,9.2055,Private room,25.0,30,0,,0.0,3,0,Milán,0
21748713,QUINTOSOLE,45.39995,9.20506,Entire home/apt,41.0,2,31,,0.7,1,2,Milán,0
21757657,VIGENTINA,45.45079,9.19222,Entire home/apt,71.0,1,2,,0.08,24,50,Milán,0
21763740,DUOMO,45.46079,9.18496,Entire home/apt,191.0,1,8,,0.2,3,71,Milán,0
21777085,NAVIGLI,45.44572,9.16462,Entire home/apt,45.0,1,1,,0.02,1,0,Milán,0
21777442,LORETO,45.49061,9.21785,Private room,50.0,3,68,,1.56,4,0,Milán,0
21777850,GHISOLFA,45.49511,9.16381,Entire home/apt,24.0,20,2,,0.06,2,291,Milán,0
21779562,XXII MARZO,45.46754,9.21261,Entire home/apt,70.0,5,82,,2.18,1,8,Milán,0
21780186,TICINESE,45.45004,9.17999,Entire home/apt,77.0,1,23,,0.52,25,251,Milán,0
21781211,CITTA' STUDI,45.47368,9.22913,Entire home/apt,74.0,3,4,,0.15,1,170,Milán,0
21791722,DE ANGELI - MONTE ROSA,45.4725,9.1507,Entire home/apt,55.0,1,46,,1.06,2,77,Milán,0
21792035,LODI - CORVETTO,45.43578,9.22005,Entire home/apt,65.0,2,15,,0.36,1,192,Milán,0
21792523,NAVIGLI,45.45229,9.17056,Entire home/apt,56.0,10,23,,0.52,12,77,Milán,0
21792675,ISOLA,45.48856,9.18987,Entire home/apt,53.0,1,86,,1.96,2,335,Milán,0
21792871,SARPI,45.47924,9.18003,Entire home/apt,200.0,1,4,,0.1,1,179,Milán,0
21794071,PADOVA,45.5014,9.23342,Shared room,17.0,1,13,,0.29,5,365,Milán,0
21798008,GARIBALDI REPUBBLICA,45.4806,9.19651,Entire home/apt,75.0,2,128,,2.99,2,0,Milán,0
21798078,MAGENTA - S. VITTORE,45.45863,9.17659,Entire home/apt,76.0,1,130,,2.95,1,335,Milán,0
21808581,CENTRALE,45.48811,9.20332,Entire home/apt,81.0,1,17,,0.41,43,161,Milán,0
21810933,SARPI,45.48426,9.16188,Entire home/apt,59.0,1,53,,1.21,1,358,Milán,0
21819608,BUENOS AIRES - VENEZIA,45.47196,9.20661,Entire home/apt,35.0,1,0,,0.0,161,171,Milán,0
21823360,MAGENTA - S. VITTORE,45.46916,9.16902,Entire home/apt,103.0,2,59,,1.4,8,195,Milán,0
21824563,DUOMO,45.45993,9.17993,Entire home/apt,60.0,2,125,,2.83,1,150,Milán,0
21826152,BUENOS AIRES - VENEZIA,45.47393,9.21202,Entire home/apt,39.0,2,108,,2.46,51,80,Milán,0
21831814,STADERA,45.43025,9.17341,Entire home/apt,150.0,3,0,,0.0,1,83,Milán,0
21832029,DE ANGELI - MONTE ROSA,45.47931,9.1484,Entire home/apt,50.0,2,85,,1.95,1,6,Milán,0
21834818,VILLAPIZZONE,45.49316,9.1524,Entire home/apt,200.0,3,0,,0.0,1,0,Milán,0
21835058,TORTONA,45.45027,9.1558,Entire home/apt,210.0,3,3,,0.07,2,0,Milán,0
21835207,PORTELLO,45.48905,9.15131,Private room,45.0,1,0,,0.0,1,0,Milán,0
21839006,LODI - CORVETTO,45.44134,9.22223,Private room,250.0,1,0,,0.0,1,89,Milán,0
21844164,LORETO,45.48762,9.22675,Entire home/apt,89.0,1,6,,0.15,1,179,Milán,0
21844697,MAGENTA - S. VITTORE,45.47135,9.16812,Entire home/apt,100.0,1,3,,0.07,3,364,Milán,0
21844897,GIAMBELLINO,45.4522,9.14656,Shared room,35.0,1,7,,0.18,3,84,Milán,0
21845229,LORETO,45.49228,9.21531,Shared room,234.0,3,1,,0.02,1,362,Milán,0
21848312,CORSICA,45.46644,9.23269,Entire home/apt,85.0,1,4,,0.09,1,159,Milán,0
21848936,NAVIGLI,45.44803,9.17614,Entire home/apt,55.0,1,51,,1.16,1,129,Milán,0
21855092,GRECO,45.50588,9.20562,Private room,30.0,7,30,,0.69,1,25,Milán,0
21855545,TIBALDI,45.43929,9.18058,Private room,38.0,2,5,,0.12,2,364,Milán,0
21856615,CORSICA,45.46399,9.23003,Entire home/apt,44.0,2,64,,1.45,1,24,Milán,0
21856785,NAVIGLI,45.4497,9.16748,Entire home/apt,3500.0,1,0,,0.0,3,365,Milán,0
21860255,LORETO,45.48943,9.22065,Entire home/apt,54.0,1,45,,1.09,1,0,Milán,0
